Final errors.
Time: 0.10000000
Space	 DuFord-Freknel	 Richardson	 Laasonen	 Crank-Nicholson
0.00000000		0.00000000		0.00000000		0.00000000		0.00000000
0.05000000		-0.27530820		230082.54429381		2.26809684		0.17264425
0.10000000		-3.53910663		-331941.44591088		2.92331448		0.13233189
0.15000000		-0.04666642		288528.12009028		1.91318060		-0.13365782
0.20000000		-2.95480620		-178508.82594367		0.33746823		-0.44854218
0.25000000		0.58626227		82326.51787357		-0.79813665		-0.62523375
0.30000000		-0.89968158		-28594.47345796		-1.19088086		-0.60763287
0.35000000		0.50127996		7390.01027543		-1.06290843		-0.46454222
0.40000000		-0.04116216		-1369.42303778		-0.75797253		-0.29947383
0.45000000		0.17733980		166.74265042		-0.51017942		-0.18275621
0.50000000		0.05451849		-21.31205567		-0.41984865		-0.14207938
0.55000000		0.17733980		166.74265042		-0.51017942		-0.18275621
0.60000000		-0.04116216		-1369.42303778		-0.75797253		-0.29947383
0.65000000		0.50127996		7390.01027543		-1.06290843		-0.46454222
0.70000000		-0.89968158		-28594.47345796		-1.19088086		-0.60763287
0.75000000		0.58626227		82326.51787357		-0.79813665		-0.62523375
0.80000000		-2.95480620		-178508.82594367		0.33746823		-0.44854218
0.85000000		-0.04666642		288528.12009028		1.91318060		-0.13365782
0.90000000		-3.53910663		-331941.44591088		2.92331448		0.13233189
0.95000000		-0.27530820		230082.54429381		2.26809684		0.17264425
1.00000000		-0.00000000		-0.00000000		-0.00000000		-0.00000000
