Final results for all the methods.
Time: 0.10000000
Space			 Analytical		 DuFortFrankel		 Richardson		 Laasonen		 CrankNicholson
0.00000000		300.00000000		300.00000000		300.00000000		300.00000000		300.00000000
0.05000000		244.73472197		245.01003017		-229837.80957184		242.46662513		244.56207772
0.10000000		195.90002448		199.43913111		332137.34593536		192.97670999		195.76769258
0.15000000		157.76887364		157.81554006		-288370.35121664		155.85569304		157.90253145
0.20000000		131.45984449		134.41465069		178640.28578816		131.12237627		131.90838668
0.25000000		115.41999709		114.83373483		-82211.09787648		116.21813375		116.04523084
0.30000000		106.77911932		107.67880090		28701.25257728		107.97000018		107.38675219
0.35000000		102.66652631		102.16524635		-7287.34374912		103.72943474		103.13106853
0.40000000		100.93996510		100.98112725		1470.36300288		101.69793762		101.23943892
0.45000000		100.31266770		100.13532790		-66.42998272		100.82284712		100.49542391
0.50000000		100.16278081		100.10826232		121.47483648		100.58262946		100.30486019
0.55000000		100.31266770		100.13532790		-66.42998272		100.82284712		100.49542391
0.60000000		100.93996510		100.98112725		1470.36300288		101.69793762		101.23943892
0.65000000		102.66652631		102.16524635		-7287.34374912		103.72943474		103.13106853
0.70000000		106.77911932		107.67880090		28701.25257728		107.97000018		107.38675219
0.75000000		115.41999709		114.83373483		-82211.09787648		116.21813375		116.04523084
0.80000000		131.45984449		134.41465069		178640.28578816		131.12237627		131.90838668
0.85000000		157.76887364		157.81554006		-288370.35121664		155.85569304		157.90253145
0.90000000		195.90002448		199.43913111		332137.34593536		192.97670999		195.76769258
0.95000000		244.73472197		245.01003017		-229837.80957184		242.46662513		244.56207772
1.00000000		300.00000000		300.00000000		300.00000000		300.00000000		300.00000000
