Time: 0.20000000
Space		Analytical
0.00000000	300.00000000
0.05000000	260.51784614
0.10000000	223.41636696
0.15000000	190.65521458
0.20000000	163.47476967
0.25000000	142.29527630
0.30000000	126.81593212
0.35000000	116.25447276
0.40000000	109.64001199
0.45000000	106.08169436
0.50000000	104.96773226
0.55000000	106.08169436
0.60000000	109.64001199
0.65000000	116.25447276
0.70000000	126.81593212
0.75000000	142.29527630
0.80000000	163.47476967
0.85000000	190.65521458
0.90000000	223.41636696
0.95000000	260.51784614
1.00000000	300.00000000
