Final results for all the methods.
Time: 0.20000000
Space			 Analytical		 DuFortFrankel		 Richardson		 Laasonen		 CrankNicholson
0.00000000		300.00000000		300.00000000		300.00000000		300.00000000		300.00000000
0.05000000		260.51784614		260.61414944		-24063308931.33145142		259.68925601		260.43695409
0.10000000		223.41636696		224.90345404		40587683339.29944611		222.05277613		223.30250405
0.15000000		190.65521458		190.77141430		-45825162385.85620880		189.20645146		190.58099013
0.20000000		163.47476967		165.37944048		41034977332.50460052		162.35647587		163.50443698
0.25000000		142.29527630		142.17771449		-30723213106.09269333		141.74959910		142.45977358
0.30000000		126.81593212		128.14056990		19681382451.16847992		126.87833657		127.10723819
0.35000000		116.25447276		115.89631764		-10923666890.84454727		116.81155913		116.63826081
0.40000000		109.64001199		110.21439322		5333233213.17019272		110.52158101		110.07606211
0.45000000		106.08169436		105.62753421		-2474027449.24230576		107.13181775		106.53966374
0.50000000		104.96773226		105.23698049		1625842921.78073168		106.06802546		105.43097633
0.55000000		106.08169436		105.62753421		-2474027449.24230480		107.13181775		106.53966374
0.60000000		109.64001199		110.21439322		5333233213.17019081		110.52158101		110.07606211
0.65000000		116.25447276		115.89631764		-10923666890.84454346		116.81155913		116.63826081
0.70000000		126.81593212		128.14056990		19681382451.16847229		126.87833657		127.10723819
0.75000000		142.29527630		142.17771449		-30723213106.09268188		141.74959910		142.45977358
0.80000000		163.47476967		165.37944048		41034977332.50459290		162.35647587		163.50443698
0.85000000		190.65521458		190.77141430		-45825162385.85617828		189.20645146		190.58099013
0.90000000		223.41636696		224.90345404		40587683339.29942322		222.05277613		223.30250405
0.95000000		260.51784614		260.61414944		-24063308931.33143616		259.68925601		260.43695409
1.00000000		300.00000000		300.00000000		300.00000000		300.00000000		300.00000000
