Final errors.
Time: 0.30000000
Delat t = 0.010	 Delat t = 0.025	 Delat t = 0.050	 Delat t = 0.100	 
0.00000000		0.00000000		0.00000000		0.00000000		0.00000000
0.05000000		0.43718207		1.04605968		2.13269088		4.59988890
0.10000000		0.76393323		1.83085577		3.69021699		7.64674084
0.15000000		0.90298616		2.17852485		4.32600749		8.56542829
0.20000000		0.83057525		2.04601708		4.00997367		7.60957435
0.25000000		0.57750174		1.51734047		2.96855634		5.44773139
0.30000000		0.21339987		0.75732784		1.55232259		2.81284658
0.35000000		-0.17685578		-0.04727868		0.11032763		0.30159005
0.40000000		-0.51461689		-0.73435715		-1.08552420		-1.69068413
0.45000000		-0.74068092		-1.18931223		-1.86165962		-2.94779322
0.50000000		-0.81986259		-1.34772902		-2.12915366		-3.37510659
0.55000000		-0.74068092		-1.18931223		-1.86165962		-2.94779322
0.60000000		-0.51461689		-0.73435715		-1.08552420		-1.69068413
0.65000000		-0.17685578		-0.04727868		0.11032763		0.30159005
0.70000000		0.21339987		0.75732784		1.55232259		2.81284658
0.75000000		0.57750174		1.51734047		2.96855634		5.44773139
0.80000000		0.83057525		2.04601708		4.00997367		7.60957435
0.85000000		0.90298616		2.17852485		4.32600749		8.56542829
0.90000000		0.76393323		1.83085577		3.69021699		7.64674084
0.95000000		0.43718207		1.04605968		2.13269088		4.59988890
1.00000000		0.00000000		0.00000000		0.00000000		0.00000000
