Time: 0.10000000
Space		Analytical
0.00000000	300.00000000
0.05000000	244.73472197
0.10000000	195.90002448
0.15000000	157.76887364
0.20000000	131.45984449
0.25000000	115.41999709
0.30000000	106.77911932
0.35000000	102.66652631
0.40000000	100.93996510
0.45000000	100.31266770
0.50000000	100.16278081
0.55000000	100.31266770
0.60000000	100.93996510
0.65000000	102.66652631
0.70000000	106.77911932
0.75000000	115.41999709
0.80000000	131.45984449
0.85000000	157.76887364
0.90000000	195.90002448
0.95000000	244.73472197
1.00000000	300.00000000
