Final errors.
Time: 0.40000000
Space	 DuFord-Freknel	 Richardson	 Laasonen	 Crank-Nicholson
0.00000000		0.00000000		0.00000000		0.00000000		0.00000000
0.05000000		-0.01932560		633639977794866905088.00000000		0.25520520		0.01734466
0.10000000		-0.57433931		-1162243194251737432064.00000000		0.45621315		0.02408034
0.15000000		-0.01935146		1509660114188241207296.00000000		0.56178700		0.01226854
0.20000000		-0.93363641		-1646928582978044690432.00000000		0.55305835		-0.02139055
0.25000000		0.06097760		1594411217587680313344.00000000		0.43703963		-0.07477294
0.30000000		-1.01756711		-1409347836894278057984.00000000		0.24378983		-0.14085519
0.35000000		0.18938518		1165837120739989651456.00000000		0.01858061		-0.20932105
0.40000000		-0.94443600		-935509509489468375040.00000000		-0.18851795		-0.26878756
0.45000000		0.28578607		774378781428011892736.00000000		-0.33308208		-0.30912043
0.50000000		-0.89256007		-716849683131748974592.00000000		-0.38483869		-0.32338440
0.55000000		0.28578607		774378781428011761664.00000000		-0.33308208		-0.30912043
0.60000000		-0.94443600		-935509509489468112896.00000000		-0.18851795		-0.26878756
0.65000000		0.18938518		1165837120739988996096.00000000		0.01858061		-0.20932105
0.70000000		-1.01756711		-1409347836894277271552.00000000		0.24378983		-0.14085519
0.75000000		0.06097760		1594411217587679526912.00000000		0.43703963		-0.07477294
0.80000000		-0.93363641		-1646928582978043641856.00000000		0.55305835		-0.02139055
0.85000000		-0.01935146		1509660114188240158720.00000000		0.56178700		0.01226854
0.90000000		-0.57433931		-1162243194251736514560.00000000		0.45621315		0.02408034
0.95000000		-0.01932560		633639977794866511872.00000000		0.25520520		0.01734466
1.00000000		0.00000000		0.00000000		0.00000000		0.00000000
