Final results for all the methods.
Time: 0.40000000
Space			 Analytical		 DuFortFrankel		 Richardson		 Laasonen		 CrankNicholson
0.00000000		300.00000000		300.00000000		300.00000000		300.00000000		300.00000000
0.05000000		272.05227154		272.07159713		-633639977794866905088.00000000		271.79706633		272.03492687
0.10000000		245.00714090		245.58148020		1162243194251737432064.00000000		244.55092775		244.98306055
0.15000000		219.69785300		219.71720446		-1509660114188241207296.00000000		219.13606600		219.68558447
0.20000000		196.83115329		197.76478971		1646928582978044690432.00000000		196.27809495		196.85254385
0.25000000		176.95183256		176.89085496		-1594411217587680313344.00000000		176.51479293		177.02660550
0.30000000		160.43367810		161.45124521		1409347836894278057984.00000000		160.18988827		160.57453329
0.35000000		147.49587700		147.30649182		-1165837120739989651456.00000000		147.47729639		147.70519805
0.40000000		138.23866041		139.18309642		935509509489468375040.00000000		138.42717836		138.50744797
0.45000000		132.68827157		132.40248551		-774378781428011892736.00000000		133.02135365		132.99739200
0.50000000		130.83990321		131.73246328		716849683131748974592.00000000		131.22474190		131.16328761
0.55000000		132.68827157		132.40248551		-774378781428011761664.00000000		133.02135365		132.99739200
0.60000000		138.23866041		139.18309642		935509509489468112896.00000000		138.42717836		138.50744797
0.65000000		147.49587700		147.30649182		-1165837120739988996096.00000000		147.47729639		147.70519805
0.70000000		160.43367810		161.45124521		1409347836894277271552.00000000		160.18988827		160.57453329
0.75000000		176.95183256		176.89085496		-1594411217587679526912.00000000		176.51479293		177.02660550
0.80000000		196.83115329		197.76478971		1646928582978043641856.00000000		196.27809495		196.85254385
0.85000000		219.69785300		219.71720446		-1509660114188240158720.00000000		219.13606600		219.68558447
0.90000000		245.00714090		245.58148020		1162243194251736514560.00000000		244.55092775		244.98306055
0.95000000		272.05227154		272.07159713		-633639977794866511872.00000000		271.79706633		272.03492687
1.00000000		300.00000000		300.00000000		300.00000000		300.00000000		300.00000000
