Final errors.
Time: 0.20000000
Delat t = 0.010	 Delat t = 0.025	 Delat t = 0.050	 Delat t = 0.100	 
0.00000000		0.00000000		0.00000000		0.00000000		0.00000000
0.05000000		0.82859013		1.99339232		4.11752208		8.96986021
0.10000000		1.36359083		3.25500924		6.49354802		12.91657774
0.15000000		1.44876312		3.44316933		6.60962727		12.16582779
0.20000000		1.11829380		2.70067493		5.02390008		8.71135383
0.25000000		0.54567720		1.46439890		2.70076143		4.49013358
0.30000000		-0.06240445		0.19197429		0.46144254		0.75696303
0.35000000		-0.55708637		-0.82058627		-1.24779614		-1.95805229
0.40000000		-0.88156902		-1.47755338		-2.32953425		-3.63460784
0.45000000		-1.05012340		-1.81876650		-2.88488309		-4.48835496
0.50000000		-1.10029320		-1.92079818		-3.05043236		-4.74288072
0.55000000		-1.05012340		-1.81876650		-2.88488309		-4.48835496
0.60000000		-0.88156902		-1.47755338		-2.32953425		-3.63460784
0.65000000		-0.55708637		-0.82058627		-1.24779614		-1.95805229
0.70000000		-0.06240445		0.19197429		0.46144254		0.75696303
0.75000000		0.54567720		1.46439890		2.70076143		4.49013358
0.80000000		1.11829380		2.70067493		5.02390008		8.71135383
0.85000000		1.44876312		3.44316933		6.60962727		12.16582779
0.90000000		1.36359083		3.25500924		6.49354802		12.91657774
0.95000000		0.82859013		1.99339232		4.11752208		8.96986021
1.00000000		-0.00000000		-0.00000000		-0.00000000		-0.00000000
