Time: 0.30000000
Space		Analytical
0.00000000	300.00000000
0.05000000	267.66870153
0.10000000	236.66457277
0.15000000	208.16179020
0.20000000	183.06121001
0.25000000	161.92669577
0.30000000	144.98759509
0.35000000	132.20106755
0.40000000	123.35526046
0.45000000	118.18744966
0.50000000	116.49073297
0.55000000	118.18744966
0.60000000	123.35526046
0.65000000	132.20106755
0.70000000	144.98759509
0.75000000	161.92669577
0.80000000	183.06121001
0.85000000	208.16179020
0.90000000	236.66457277
0.95000000	267.66870153
1.00000000	300.00000000
