Final errors.
Time: 0.50000000
Delat t = 0.010	 Delat t = 0.025	 Delat t = 0.050	 Delat t = 0.100	 
0.00000000		0.00000000		0.00000000		0.00000000		0.00000000
0.05000000		0.15855873		0.40181728		0.83685043		1.81460167
0.10000000		0.28869376		0.73804388		1.53627250		3.29954877
0.15000000		0.36818307		0.95752015		1.99295496		4.22147522
0.20000000		0.38576389		1.03439867		2.15669443		4.49522689
0.25000000		0.34337325		0.97295035		2.04058366		4.18366180
0.30000000		0.25542689		0.80544209		1.71375218		3.46045350
0.35000000		0.14539298		0.58397722		1.28232668		2.55672719
0.40000000		0.04050612		0.36849074		0.86448736		1.70820403
0.45000000		-0.03418432		0.21368009		0.56551610		1.11234039
0.50000000		-0.06117209		0.15755104		0.45736408		0.89872613
0.55000000		-0.03418432		0.21368009		0.56551610		1.11234039
0.60000000		0.04050612		0.36849074		0.86448736		1.70820403
0.65000000		0.14539298		0.58397722		1.28232668		2.55672719
0.70000000		0.25542689		0.80544209		1.71375218		3.46045350
0.75000000		0.34337325		0.97295035		2.04058366		4.18366180
0.80000000		0.38576389		1.03439867		2.15669443		4.49522689
0.85000000		0.36818307		0.95752015		1.99295496		4.22147522
0.90000000		0.28869376		0.73804388		1.53627250		3.29954877
0.95000000		0.15855873		0.40181728		0.83685043		1.81460167
1.00000000		0.00000000		0.00000000		0.00000000		0.00000000
