Final results for all the methods.
Time: 0.30000000
Space			 Analytical		 DuFortFrankel		 Richardson		 Laasonen		 CrankNicholson
0.00000000		300.00000000		300.00000000		300.00000000		300.00000000		300.00000000
0.05000000		267.66870153		267.71549214		-3606055351645853.00000000		267.23151946		267.62672175
0.10000000		236.66457277		237.51968064		6428371769425562.00000000		235.90063954		236.60079636
0.15000000		208.16179020		208.22836394		-7960095305308760.00000000		207.25880404		208.11037569
0.20000000		183.06121001		184.33085819		8115066257608583.00000000		182.23063476		183.06018843
0.25000000		161.92669577		161.86928667		-7186253404273791.00000000		161.34919403		162.00751814
0.30000000		144.98759509		146.15570834		5669805418081578.00000000		144.77419522		145.16753902
0.35000000		132.20106755		131.94640833		-4063431631598597.00000000		132.37792333		132.48014203
0.40000000		123.35526046		124.20367920		2733322827098102.50000000		123.86987735		123.71735880
0.45000000		118.18744966		117.79165836		-1882528764638020.50000000		118.92813058		118.60423350
0.50000000		116.49073297		117.17854959		1592714981173864.75000000		117.31059556		116.92654452
0.55000000		118.18744966		117.79165836		-1882528764638019.75000000		118.92813058		118.60423350
0.60000000		123.35526046		124.20367920		2733322827098102.00000000		123.86987735		123.71735880
0.65000000		132.20106755		131.94640833		-4063431631598595.50000000		132.37792333		132.48014203
0.70000000		144.98759509		146.15570834		5669805418081576.00000000		144.77419522		145.16753902
0.75000000		161.92669577		161.86928667		-7186253404273790.00000000		161.34919403		162.00751814
0.80000000		183.06121001		184.33085819		8115066257608580.00000000		182.23063476		183.06018843
0.85000000		208.16179020		208.22836394		-7960095305308758.00000000		207.25880404		208.11037569
0.90000000		236.66457277		237.51968064		6428371769425559.00000000		235.90063954		236.60079636
0.95000000		267.66870153		267.71549214		-3606055351645851.50000000		267.23151946		267.62672175
1.00000000		300.00000000		300.00000000		300.00000000		300.00000000		300.00000000
